article_id,category_id,created_at_ts,publisher_id,words_count
8706,6,1507477166000,0,146
8719,6,1508078548000,0,178
8802,6,1506669355000,0,178
8870,6,1507577422000,0,152
8902,6,1508060923000,0,195
8934,6,1507031637000,0,194
8963,6,1507483690000,0,212
9120,6,1507122868000,0,244
9126,6,1507702879000,0,183
9142,6,1507130363000,0,227
9156,6,1507311604000,0,261
9216,6,1507406322000,0,149
9232,6,1507716493000,0,248
9256,6,1508055159000,0,152
9307,6,1494956940000,0,198
9308,6,1507753666000,0,176
9379,6,1507029577000,0,191
9395,6,1507928257000,0,291
9466,6,1507975202000,0,142
9649,6,1507742674000,0,173
9690,6,1507202134000,0,182
9753,6,1507225884000,0,147
9758,6,1507663197000,0,169
9898,6,1507627682000,0,149
9960,6,1507915311000,0,229
10010,6,1507330486000,0,180
10034,6,1506932614000,0,138
10127,6,1507726773000,0,156
10179,6,1507757504000,0,208
10190,6,1507067014000,0,170
10193,6,1507972591000,0,213
10197,6,1507716677000,0,239
10245,6,1507564793000,0,160
10253,6,1507819111000,0,189
10369,6,1507637429000,0,167
10370,6,1507471633000,0,151
10372,6,1507051139000,0,164
10411,6,1508055217000,0,204
10465,6,1508149500000,0,226
10614,6,1507969149000,0,509
10630,6,1507621712000,0,185
11971,7,1433942315000,0,139
12560,7,1460112300000,0,216
12881,7,1475685712000,0,1676
13478,7,1507621224000,0,211
13519,7,1507075255000,0,228
13537,7,1507549376000,0,208
13578,7,1507040179000,0,186
13579,7,1507301112000,0,205
13582,7,1507104715000,0,161
13609,7,1506158690000,0,197
13622,7,1507191903000,0,202
13634,7,1506973199000,0,190
13635,7,1507667096000,0,208
13700,7,1499868961000,0,254
13715,7,1507635113000,0,167
13772,7,1507194096000,0,165
13811,7,1506951538000,0,154
13871,7,1506182894000,0,152
13938,7,1506891626000,0,211
13988,7,1504543342000,0,203
13991,7,1504217716000,0,182
14105,7,1507483966000,0,172
14131,7,1508017783000,0,189
14203,7,1508095589000,0,167
14229,7,1506881840000,0,171
14249,7,1507639754000,0,178
14341,7,1507553663000,0,189
14345,7,1507537109000,0,160
14379,7,1507839623000,0,156
14392,7,1507497025000,0,288
14394,7,1506625205000,0,217
14401,7,1507574861000,0,210
14402,7,1507592665000,0,139
14425,7,1507038344000,0,255
14434,7,1507989512000,0,181
14508,7,1507889263000,0,154
14519,7,1508073955000,0,171
14598,7,1507940823000,0,202
14627,7,1508091200000,0,177
14644,7,1507126096000,0,211
14748,7,1507972918000,0,160
14794,7,1507068943000,0,163
14827,7,1507115724000,0,156
14832,7,1507706987000,0,145
14869,7,1507120067000,0,222
14892,7,1504078001000,0,286
15023,7,1507588159000,0,173
15042,7,1507853011000,0,147
15130,7,1508101736000,0,184
15133,7,1506948707000,0,186
15138,7,1507139542000,0,202
15146,7,1507649569000,0,203
15226,7,1506888238000,0,202
15306,7,1507495055000,0,187
15395,7,1506107633000,0,127
15418,7,1507050617000,0,243
15420,7,1507214789000,0,234
15447,7,1507754282000,0,183
15531,7,1506895548000,0,152
15568,7,1507731989000,0,224
15637,7,1507805977000,0,175
15653,7,1507819158000,0,230
15691,7,1506892259000,0,142
15729,7,1507468393000,0,216
15775,7,1507662005000,0,204
15821,7,1507201986000,0,195
15825,7,1507976581000,0,176
15863,7,1508081624000,0,171
15865,7,1506982919000,0,189
15932,7,1506534331000,0,274
15943,7,1506893204000,0,188
16035,7,1506941571000,0,237
16040,7,1507489012000,0,195
16087,7,1507896736000,0,189
16129,7,1506944396000,0,200
16132,7,1506981378000,0,151
16166,7,1507205106000,0,130
16175,7,1507716651000,0,127
16196,7,1507636402000,0,169
16199,7,1506856808000,0,169
16294,7,1508157788000,0,214
16304,7,1496347431000,0,133
16346,7,1508181832000,0,215
16357,7,1507658445000,0,250
16470,7,1507535140000,0,176
16553,7,1506959248000,0,250
16563,7,1508092020000,0,149
16567,7,1507579237000,0,285
16608,7,1507204095000,0,199
16725,7,1507929744000,0,196
16749,7,1508184447000,0,161
16753,7,1507728455000,0,183
16762,7,1507909913000,0,152
16764,7,1507307203000,0,225
16765,7,1508082147000,0,165
16780,7,1507677609000,0,250
16783,7,1506859668000,0,142
16788,7,1505947364000,0,163
16797,7,1508160562000,0,278
16829,7,1508008381000,0,153
16841,7,1507021623000,0,154
16893,7,1507810199000,0,171
16911,7,1506884485000,0,160
17080,7,1507455162000,0,189
17168,7,1507368707000,0,157
17889,9,1414503292000,0,284
18297,9,1446946738000,0,150
19052,9,1490120440000,0,247
19078,9,1489179864000,0,224
19237,9,1507836858000,0,202
19338,9,1490619151000,0,176
19555,9,1507745141000,0,287
19565,9,1507467813000,0,187
19615,9,1507898861000,0,1333
19783,9,1506973201000,0,225
19786,9,1506850625000,0,226
19811,9,1507968265000,0,242
19855,9,1507462453000,0,222
19919,9,1507798408000,0,142
19990,9,1506930601000,0,266
20025,9,1507536414000,0,329
20028,9,1496253344000,0,255
20197,9,1503488515000,0,233
20200,9,1507985094000,0,188
20204,9,1491934410000,0,242
20213,9,1505148543000,0,267
20249,9,1508061097000,0,145
20281,9,1507285597000,0,173
20287,9,1507543270000,0,189
20292,9,1506966390000,0,205
20293,9,1507985376000,0,248
20320,9,1508077974000,0,164
20418,9,1507368081000,0,171
20460,9,1500302514000,0,275
20591,9,1507043035000,0,213
20691,9,1507826236000,0,226
20921,9,1507712774000,0,283
21084,9,1508069095000,0,152
21171,9,1507155347000,0,211
21185,9,1507320386000,0,216
21214,9,1507034819000,0,197
21268,9,1507751203000,0,221
21272,9,1507554037000,0,204
21297,9,1507117149000,0,232
21314,9,1507017245000,0,177
21326,9,1506185867000,0,212
21359,9,1507232939000,0,183
24771,16,1507379654000,0,172
24773,16,1506170549000,0,229
24774,16,1507379620000,0,238
24796,17,1412542149000,0,213
24969,20,1506540251000,0,189
24983,21,1445017455000,0,185
25031,25,1378414685000,0,207
25312,25,1496270451000,0,191
25323,25,1507756541000,0,255
25325,25,1507202871000,0,156
25350,25,1507559400000,0,246
25353,25,1508140685000,0,194
25407,25,1506882963000,0,193
25599,26,1379608380000,0,83
26910,26,1436680801000,0,235
28445,26,1475242228000,0,224
29272,26,1487016064000,0,254
29397,26,1490815911000,0,219
29718,26,1507023167000,0,223
29730,26,1506943024000,0,145
29737,26,1506689238000,0,134
29764,26,1507827879000,0,161
29766,26,1507289478000,0,176
29773,26,1506936348000,0,180
29800,26,1507223233000,0,173
29812,26,1507911989000,0,203
29813,26,1507894384000,0,169
29828,26,1507062188000,0,182
29851,26,1506754857000,0,241
29945,26,1507016844000,0,172
29953,26,1507633764000,0,175
29994,26,1507055632000,0,206
29997,26,1507968064000,0,221
30032,26,1507541276000,0,153
30064,26,1507323931000,0,171
30083,26,1507904872000,0,192
30090,26,1506949045000,0,198
30105,26,1506100947000,0,203
30125,26,1507100218000,0,170
30143,26,1507710327000,0,166
30169,26,1506768830000,0,174
30170,26,1507638884000,0,227
30320,26,1507148403000,0,193
30336,26,1507914381000,0,215
30360,26,1507399195000,0,185
30389,26,1508152214000,0,264
30394,26,1507846754000,0,143
30405,26,1507639312000,0,229
30408,26,1508183066000,0,133
30409,26,1507713689000,0,179
30413,26,1507672334000,0,144
30422,26,1508087878000,0,194
30441,26,1507555575000,0,242
30446,26,1507395152000,0,191
30536,26,1507111906000,0,145
30548,26,1507145422000,0,184
30573,26,1506868019000,0,189
30611,26,1507532292000,0,288
30679,26,1507746241000,0,213
30700,26,1507225072000,0,259
30714,26,1507892462000,0,164
30726,26,1507900038000,0,219
30730,26,1507371864000,0,211
30760,26,1508185091000,0,162
30771,26,1507630272000,0,196
30838,26,1506780225000,0,187
30855,26,1507299018000,0,174
30886,26,1507719154000,0,153
30895,26,1507978867000,0,197
30955,26,1508158033000,0,170
30969,26,1505466673000,0,157
30970,26,1506773595000,0,216
30987,26,1507207100000,0,154
31027,26,1506935445000,0,167
31031,26,1507476477000,0,149
31053,26,1507659167000,0,164
31059,26,1507188449000,0,215
31068,26,1507624432000,0,211
31069,26,1506763383000,0,179
31071,26,1508076381000,0,132
31090,26,1506678368000,0,140
31092,26,1506783523000,0,212
31097,26,1507213394000,0,258
31113,26,1507024989000,0,134
31168,26,1498982183000,0,256
31173,26,1506854990000,0,160
31187,26,1507817866000,0,153
31219,26,1507748843000,0,277
31234,26,1508073364000,0,223
31239,26,1507617078000,0,152
31267,26,1506931726000,0,192
31278,26,1507906855000,0,189
31286,26,1507046295000,0,195
31312,26,1507546727000,0,213
31318,26,1507651287000,0,224
31327,26,1507231256000,0,238
31349,26,1506950894000,0,152
31352,26,1507552286000,0,154
31353,26,1507031809000,0,157
31370,26,1507051616000,0,284
31438,26,1506692894000,0,153
31441,26,1507028398000,0,165
31462,26,1507053599000,0,288
31496,26,1507413111000,0,167
31520,26,1507466283000,0,214
31540,26,1507929343000,0,198
31577,26,1508093812000,0,157
31604,26,1507545087000,0,154
31605,26,1507226846000,0,217
31606,26,1507889083000,0,180
31617,26,1506955340000,0,194
31677,26,1506851373000,0,219
31679,26,1507909934000,0,169
31707,26,1507280621000,0,219
31751,26,1506965118000,0,256
31772,26,1507416777000,0,167
31805,26,1507830331000,0,175
31808,26,1507805228000,0,187
31810,26,1507705131000,0,190
31813,26,1507314881000,0,217
31829,26,1507488688000,0,195
31832,26,1507026912000,0,214
31836,26,1507553479000,0,175
31862,26,1506767191000,0,221
31910,26,1507539398000,0,191
31927,26,1508139483000,0,258
31933,26,1507740172000,0,200
31939,26,1507126457000,0,232
31960,26,1506980122000,0,170
31981,26,1497544837000,0,183
31982,26,1507728530000,0,207
31994,26,1507631358000,0,203
32041,26,1507567383000,0,179
32082,26,1507641457000,0,198
32085,26,1507131270000,0,208
32087,26,1507651268000,0,182
32088,26,1507837770000,0,271
32117,26,1507723196000,0,183
32129,26,1503999426000,0,215
32170,26,1507125577000,0,183
32174,26,1507565347000,0,154
32196,26,1508146250000,0,192
32202,26,1507385551000,0,167
32292,26,1507652953000,0,179
32361,26,1507589058000,0,233
32442,26,1507827358000,0,156
32444,26,1507813549000,0,317
32454,26,1507196167000,0,184
32459,26,1506947125000,0,223
32467,26,1507577786000,0,254
32486,26,1506927477000,0,223
32489,26,1507238009000,0,248
32495,26,1506972954000,0,206
32510,26,1507119977000,0,161
32575,26,1507625935000,0,174
32629,26,1506878969000,0,294
32652,26,1507121915000,0,198
32653,26,1507806875000,0,236
32655,26,1507563072000,0,186
32729,26,1507629497000,0,458
32730,26,1494351900000,0,187
32750,26,1507133077000,0,259
32755,26,1507820728000,0,222
32757,26,1507145770000,0,160
32761,26,1507305803000,0,254
32764,26,1506680163000,0,238
32925,29,1507790095000,0,185
33274,36,1507543033000,0,209
33297,36,1508156298000,0,116
33331,36,1493013604000,0,178
33398,36,1507960801000,0,207
33495,36,1506786220000,0,87
33497,36,1506837601000,0,206
33506,36,1507442401000,0,230
33583,43,1506844940000,0,292
33627,43,1369846665000,0,209
33906,43,1383906351000,0,275
33935,43,1386716199000,0,271
34026,43,1392806319000,0,247
34122,43,1398421853000,0,286
34660,43,1431600217000,0,136
34752,43,1436985291000,0,232
34788,43,1440412828000,0,104
35043,43,1452780007000,0,140
35295,43,1460729544000,0,147
35355,43,1465802912000,0,209
35738,43,1507150359000,0,199
35881,43,1502107860000,0,113
35906,43,1507287432000,0,198
35914,43,1507970621000,0,285
35941,43,1507891912000,0,116
35988,43,1508158110000,0,169
36036,43,1504538368000,0,201
36044,43,1507740692000,0,201
36080,43,1507128377000,0,220
36125,43,1487843562000,0,188
36136,43,1508147371000,0,166
36160,43,1507200377000,0,163
36161,43,1506682115000,0,151
36162,43,1508177171000,0,205
36208,43,1507027408000,0,166
36230,43,1506336451000,0,161
36282,43,1506847818000,0,198
36292,43,1506703594000,0,153
36348,43,1506523968000,0,191
36385,43,1507740066000,0,199
36392,43,1506670545000,0,217
36394,43,1507209198000,0,224
36399,43,1507698058000,0,229
36400,43,1507114017000,0,164
36413,43,1507717600000,0,247
36484,43,1507651308000,0,274
36486,43,1484214361000,0,191
36598,43,1505904406000,0,124
36605,43,1506941488000,0,157
36609,43,1508082585000,0,326
36622,43,1507039828000,0,178
36675,43,1507544324000,0,195
36685,43,1507141721000,0,206
36705,43,1507718890000,0,124
36709,43,1507044062000,0,223
36821,43,1508212858000,0,200
36898,43,1507269662000,0,203
37977,48,1476266296000,0,181
38133,48,1485852543000,0,108
38348,48,1488442487000,0,165
38373,48,1493022972000,0,133
38375,48,1492762301000,0,181
38376,48,1492163197000,0,128
38388,48,1491293115000,0,105
38449,48,1502091392000,0,154
38451,48,1507275152000,0,145
38453,48,1508142182000,0,132
38455,48,1507621630000,0,120
38599,51,1398618813000,0,184
38625,51,1507889809000,0,229
38627,51,1507186220000,0,382
38692,55,1488239844000,0,185
38708,56,1489514762000,0,406
38784,60,1464340190000,0,186
38791,60,1477556447000,0,160
38805,60,1459254256000,0,163
38823,60,1504598401000,0,262
38835,60,1506416465000,0,112
38886,62,1395900001000,0,265
38916,63,1440144532000,0,138
38926,63,1444558234000,0,151
39176,66,1458115201000,0,247
39181,66,1438782115000,0,194
39186,66,1437552001000,0,158
39202,66,1428568294000,0,110
39284,66,1380200656000,0,196
39657,66,1454339594000,0,241
39691,66,1464892127000,0,306
39744,66,1475514181000,0,208
39772,66,1478086993000,0,185
39780,66,1481284459000,0,256
39782,66,1485174327000,0,203
39787,66,1484827400000,0,201
39789,66,1485241202000,0,203
39791,66,1485440113000,0,233
39824,66,1507966826000,0,217
39857,66,1506962176000,0,208
39887,66,1499752862000,0,181
39894,66,1508152707000,0,175
40198,67,1383935911000,0,221
40201,67,1384331503000,0,266
40866,67,1429191398000,0,194
40918,67,1432223384000,0,139
41088,67,1439464565000,0,308
41586,67,1464375491000,0,187
41602,67,1466150405000,0,201
41690,67,1468944002000,0,210
41798,67,1473064963000,0,247
41828,67,1476806760000,0,196
42042,67,1485771669000,0,212
42060,67,1501265772000,0,169
42061,67,1507186866000,0,258
42071,67,1503655604000,0,181
42095,67,1492516318000,0,221
42098,67,1503304955000,0,167
42112,67,1507316450000,0,196
42153,67,1508143793000,0,270
42158,67,1507804055000,0,160
42178,67,1495007070000,0,218
42189,67,1505830341000,0,158
42210,67,1506005515000,0,259
42223,67,1507648195000,0,186
42224,67,1507317249000,0,156
42225,67,1501221657000,0,265
42226,67,1507618860000,0,174
42242,67,1507287003000,0,253
42285,67,1490611622000,0,232
42298,67,1507563443000,0,191
42317,67,1502103274000,0,155
42329,67,1507207645000,0,377
42401,67,1508181124000,0,227
42402,67,1488471638000,0,286
42407,67,1500996039000,0,183
42422,67,1506951432000,0,220
42430,67,1507820903000,0,198
42433,67,1507556531000,0,241
42437,67,1507044088000,0,258
42475,67,1507732768000,0,209
42492,67,1506940006000,0,131
42530,67,1507219532000,0,206
42540,67,1507885201000,0,168
42567,67,1508147384000,0,265
42571,67,1507565282000,0,273
42589,67,1507572750000,0,328
42605,67,1488268673000,0,150
42609,67,1507632702000,0,275
42612,67,1507365519000,0,156
42656,67,1506758463000,0,249
42675,67,1508142177000,0,261
42680,67,1498554057000,0,203
42681,67,1507541748000,0,224
42689,67,1507033232000,0,183
42693,67,1507035643000,0,290
42708,67,1507709600000,0,217
42720,67,1496748170000,0,191
42727,67,1507202666000,0,212
42737,67,1507107781000,0,182
42761,67,1501758059000,0,252
42770,67,1507647954000,0,244
42786,67,1508142836000,0,280
42787,67,1507280005000,0,256
42808,67,1507548335000,0,265
42815,67,1507626060000,0,207
42848,67,1508160625000,0,320
42873,67,1504346460000,0,113
42883,67,1507100466000,0,121
42888,67,1507370463000,0,228
42889,67,1507975262000,0,216
42892,67,1494399655000,0,161
42905,67,1499238062000,0,165
42916,67,1504278158000,0,137
42919,67,1507029180000,0,150
42959,67,1506367743000,0,212
42960,67,1507641618000,0,234
42967,67,1501862405000,0,188
42970,67,1506420291000,0,261
42985,67,1507543856000,0,238
42996,67,1499241457000,0,238
43005,67,1502967116000,0,286
43028,68,1397480601000,0,211
43077,71,1505198452000,0,369
43082,71,1506063662000,0,214
43099,72,1488799953000,0,259
44781,84,1507023619000,0,211
46216,92,1456598027000,0,246
46939,92,1480673448000,0,163
47077,92,1485532764000,0,165
47270,92,1486298460000,0,255
47482,92,1490713225000,0,141
47660,92,1508058896000,0,238
47683,92,1507900381000,0,126
47718,92,1507549411000,0,158
47769,92,1507829441000,0,151
47773,92,1507012959000,0,233
47786,92,1507012665000,0,246
47823,92,1507634351000,0,142
47830,92,1507030561000,0,110
47846,92,1508148210000,0,195
47854,92,1507740704000,0,232
47874,92,1506967115000,0,225
47925,92,1507471428000,0,173
47979,92,1507116947000,0,158
47994,92,1506874650000,0,185
47999,92,1506947825000,0,184
48007,92,1507703091000,0,100
48039,92,1503737009000,0,147
48063,92,1506832705000,0,294
48074,92,1508165858000,0,249
48080,92,1507787983000,0,269
48097,92,1507574483000,0,180
48106,92,1495000740000,0,198
48109,92,1507640841000,0,184
48111,92,1508142312000,0,242
48112,92,1503424381000,0,217
48121,92,1507887848000,0,224
48158,92,1507912387000,0,304
48162,92,1507899152000,0,151
48208,92,1505326972000,0,71
48213,92,1508091817000,0,152
48214,92,1507534136000,0,119
48248,92,1507377937000,0,160
48266,92,1507963665000,0,226
48273,92,1508004036000,0,177
48291,92,1507103868000,0,241
48312,92,1507229244000,0,108
48321,92,1507822544000,0,193
48343,92,1503904343000,0,107
48352,92,1507659209000,0,202
48396,92,1506831909000,0,165
48401,92,1508171737000,0,240
48403,92,1507563541000,0,265
48409,92,1507656432000,0,208
48418,92,1507128474000,0,183
48460,92,1508077399000,0,252
48466,92,1507150569000,0,218
48500,92,1507286064000,0,140
48520,92,1507063720000,0,205
48543,92,1508141532000,0,148
48582,92,1507544173000,0,209
48586,92,1507291533000,0,226
48605,92,1507206520000,0,197
48635,92,1507968326000,0,121
48637,92,1507735063000,0,172
48644,92,1507268883000,0,176
48647,92,1507399143000,0,265
48673,92,1507764661000,0,176
48706,92,1507880227000,0,114
48712,92,1507638664000,0,207
48725,92,1507142351000,0,231
48731,92,1506860586000,0,150
48737,92,1507187492000,0,164
48756,92,1507388011000,0,137
48758,92,1507016387000,0,124
48786,92,1506955707000,0,274
48810,92,1507227773000,0,160
48813,92,1507890006000,0,119
48852,92,1506970046000,0,260
48861,92,1507478863000,0,158
48868,92,1507205481000,0,196
48878,92,1507532837000,0,161
48883,92,1507568905000,0,215
48918,92,1507993732000,0,216
48968,92,1507365057000,0,156
48970,92,1507577979000,0,247
48972,92,1506928722000,0,208
48973,92,1506780015000,0,208
48978,92,1507370017000,0,201
48987,92,1507157210000,0,165
48993,92,1507332701000,0,170
49012,92,1506948913000,0,217
49017,92,1507731697000,0,199
49025,92,1506961862000,0,214
49033,92,1507188175000,0,134
49034,92,1508144612000,0,88
49067,92,1507062800000,0,158
49087,92,1507119146000,0,161
49091,92,1507703633000,0,155
49101,92,1507269673000,0,220
49204,97,1507292223000,0,160
49783,99,1416590092000,0,227
49859,99,1426350688000,0,258
49895,99,1427950801000,0,293
50284,99,1469038019000,0,285
50383,99,1506545237000,0,204
50385,99,1507213617000,0,205
50392,99,1506686690000,0,175
50400,99,1507830858000,0,294
50405,99,1507797449000,0,217
50445,99,1493028117000,0,236
50494,99,1508152858000,0,192
50502,99,1507649326000,0,233
50504,99,1507924612000,0,171
50544,99,1507648668000,0,132
50568,99,1506864416000,0,210
50569,99,1507826990000,0,209
50611,99,1507806348000,0,234
50619,99,1506684791000,0,187
50626,99,1506956654000,0,197
50644,99,1508182319000,0,188
50685,99,1507649602000,0,230
50706,99,1487275331000,0,204
50715,99,1507099727000,0,170
50823,99,1507013614000,0,213
50833,99,1507972971000,0,244
50855,99,1502946061000,0,224
50863,99,1475563778000,0,187
50864,99,1506926202000,0,202
50919,101,1506757186000,0,41
51605,104,1373360401000,0,184
51841,104,1394791798000,0,160
51989,104,1410244993000,0,110
53920,115,1507649991000,0,157
55177,118,1428306832000,0,250
55231,118,1432816064000,0,224
55320,118,1432108331000,0,219
56018,118,1451338273000,0,218
57404,118,1508126458000,0,205
57424,118,1507536526000,0,215
57428,118,1507458318000,0,240
57434,118,1507797937000,0,227
57442,118,1508169460000,0,218
57471,118,1507293127000,0,531
57474,118,1507321099000,0,181
57475,118,1507628506000,0,158
57485,118,1508008328000,0,139
57490,118,1507208157000,0,142
57523,118,1508167483000,0,197
57529,118,1507115592000,0,203
57543,118,1506920457000,0,225
57563,118,1507275348000,0,176
57566,118,1501061471000,0,175
57568,118,1507729536000,0,137
57605,118,1507985507000,0,197
57615,118,1507316039000,0,168
57616,118,1507877859000,0,166
57623,118,1507226816000,0,164
57668,118,1507567563000,0,131
57698,118,1507724270000,0,164
57718,118,1507475604000,0,173
57740,118,1507356058000,0,183
57748,118,1507968626000,0,299
57757,118,1507897088000,0,146
57771,118,1507479738000,0,154
57779,118,1507093857000,0,179
57780,118,1507466817000,0,203
57786,118,1507472365000,0,170
57826,118,1507404052000,0,156
57850,118,1506785489000,0,167
57887,118,1506751857000,0,166
57888,118,1504332059000,0,203
57891,118,1507725050000,0,183
57962,118,1507612257000,0,191
57964,118,1507661248000,0,205
57966,118,1508126460000,0,210
57982,118,1507194084000,0,192
58019,118,1508079065000,0,115
58020,118,1508003387000,0,127
58043,118,1507915174000,0,251
58079,118,1507785057000,0,197
58080,118,1507872452000,0,215
58095,118,1507143241000,0,203
58096,118,1506935988000,0,179
58099,118,1507660447000,0,186
58137,118,1507652072000,0,211
58175,118,1507535286000,0,154
58180,118,1507525214000,0,193
58193,118,1507052481000,0,196
58235,118,1508058755000,0,193
58258,118,1508151847000,0,178
58266,118,1507834201000,0,125
58333,118,1507639912000,0,167
58337,118,1506949327000,0,215
58390,118,1507197857000,0,206
58395,118,1507303066000,0,220
58417,118,1507137932000,0,247
58434,118,1507015557000,0,176
58445,118,1506336137000,0,191
58449,118,1506939693000,0,178
58499,118,1508087763000,0,182
58526,118,1507581271000,0,217
58536,118,1507836837000,0,170
58537,118,1507621913000,0,127
58556,118,1507870858000,0,171
58565,118,1507631740000,0,231
58566,118,1507738810000,0,185
58569,118,1507488695000,0,148
58580,118,1507892241000,0,138
58598,118,1503348681000,0,170
58606,118,1507093257000,0,207
58619,118,1507971572000,0,209
58628,118,1506882151000,0,206
58637,118,1507224095000,0,185
58643,118,1506969822000,0,192
58647,118,1507749639000,0,210
58664,118,1507232155000,0,247
58699,118,1507144275000,0,244
58709,118,1506686624000,0,214
58710,118,1507395325000,0,190
58711,118,1506704391000,0,217
58715,118,1507586355000,0,221
58769,118,1507057384000,0,220
58771,118,1507126741000,0,247
58791,118,1507924352000,0,160
58793,118,1508071444000,0,185
58837,118,1507559247000,0,191
58882,118,1507134637000,0,175
58891,118,1507292390000,0,229
58898,118,1507921454000,0,118
58918,118,1507026275000,0,164
58971,118,1507698657000,0,250
58974,118,1507389426000,0,184
59011,118,1507452777000,0,162
59033,118,1507623013000,0,134
59034,118,1506870733000,0,174
59042,118,1507611658000,0,192
59057,118,1507547445000,0,191
59058,118,1506875683000,0,245
59077,118,1507673377000,0,181
59094,118,1501939438000,0,134
59131,118,1507533678000,0,134
59146,118,1508179350000,0,178
59156,118,1508082044000,0,152
59158,118,1507617620000,0,228
59168,118,1508219493000,0,178
59176,118,1506801533000,0,179
59219,118,1507899541000,0,167
59225,118,1507914157000,0,179
59228,118,1507286266000,0,221
59309,118,1507587893000,0,203
59382,118,1507959058000,0,173
59383,118,1507356657000,0,278
59400,118,1507698057000,0,185
59408,118,1507056680000,0,208
59423,118,1508144222000,0,133
59426,118,1507560022000,0,178
59467,118,1507104061000,0,182
59485,118,1507043594000,0,180
59499,118,1506968163000,0,189
59590,118,1507547495000,0,155
59608,118,1507187389000,0,153
59643,118,1505543157000,0,165
59673,118,1506977248000,0,153
59681,118,1507635111000,0,157
59690,118,1507205439000,0,193
59704,118,1506837657000,0,193
59713,120,1506056459000,0,203
59722,120,1507179657000,0,177
59723,120,1507655508000,0,182
59730,120,1506966550000,0,226
59742,122,1507398211000,0,189
59758,123,1506866445000,0,213
59822,123,1507558183000,0,177
59829,123,1507014062000,0,173
