user_id,article_id,time_spent_cleaned
3441,119592,71.7
3442,207122,313.2
3442,157132,65.1
3462,119592,71.7
3462,68866,67.8
3472,207122,313.2
3478,108854,50.1
3479,209723,54.3
3479,237620,56.7
3481,119592,71.7
3484,272783,53.7
3484,277681,57.3
3484,271971,63.0
3484,270225,58.2
3484,272947,55.8
3484,273355,51.6
3491,207122,313.2
3491,286413,49.8
3491,162063,37.8
3491,202436,99.9
3491,284847,79.80000000000001
3491,286420,53.4
3500,119592,71.7
3509,205897,83.39999999999999
3509,207122,313.2
3509,119592,71.7
3523,160474,80.7
3523,119592,71.7
3523,108854,50.1
3523,106886,67.2
3523,157132,65.1
3523,166552,45.6
3523,233769,68.39999999999999
3523,236294,45.3
3538,236294,45.3
3538,251735,55.8
3550,96663,61.8
3550,160474,80.7
3550,48973,62.400000000000006
3551,284847,79.80000000000001
3551,234853,42.0
3551,64305,44.7
3551,283177,104.4
3551,275192,72.6
3551,275189,65.1
3551,275190,121.79999999999998
3551,283876,47.1
3553,293264,70.8
3557,108854,50.1
3557,59704,57.9
3557,68866,67.8
3557,157541,84.0
3565,68866,67.8
3578,96663,61.8
3617,207122,313.2
3621,207122,313.2
3638,119592,71.7
3646,108854,50.1
3646,68866,67.8
3646,160474,80.7
3655,207122,313.2
3666,119592,71.7
3666,235840,47.7
3669,331293,51.0
3673,207122,313.2
3683,119592,71.7
3689,363976,58.5
3689,159359,41.7
3689,363291,58.5
3690,96663,61.8
3695,207122,313.2
3710,284664,76.2
3710,207122,313.2
3747,108854,50.1
3749,207122,313.2
3749,119592,71.7
3749,284664,76.2
3749,160474,80.7
3762,108854,50.1
3788,157132,65.1
3788,48973,62.400000000000006
3788,68866,67.8
3791,119592,71.7
3793,207122,313.2
3793,108854,50.1
3795,119592,71.7
3797,96663,61.8
3799,353213,39.900000000000006
3799,284847,79.80000000000001
3803,168868,44.1
3832,106911,36.0
3832,168868,44.1
3860,235840,47.7
3870,157861,88.8
3873,160474,80.7
3885,283817,70.19999999999999
3885,284845,70.5
3886,48063,88.2
3887,207122,313.2
3887,108854,50.1
3892,44488,48.6
3896,235840,47.7
3901,207122,313.2
3913,160474,80.7
3913,96663,61.8
3913,33495,26.1
3915,207122,313.2
3922,288431,62.400000000000006
3932,207122,313.2
3933,68866,67.8
3945,68866,67.8
3949,207122,313.2
3950,119592,71.7
3952,207122,313.2
3954,119592,71.7
3954,160474,80.7
3974,96663,61.8
4009,160474,80.7
4009,213871,117.9
4009,145166,54.0
4009,119592,71.7
4012,207122,313.2
4020,207122,313.2
4037,207122,313.2
4043,96663,61.8
4044,119592,71.7
4045,68866,67.8
4046,207122,313.2
4050,119592,71.7
4050,96663,61.8
4050,141517,31.8
4050,258386,56.7
4050,114795,46.2
4050,308807,55.5
4050,128289,49.5
4050,235840,47.7
4052,235840,47.7
4054,207122,313.2
4068,159359,41.7
4068,308532,48.9
4068,166552,45.6
4068,96663,61.8
4068,76537,99.9
4068,208240,72.30000000000001
4068,73788,6.6
4068,299441,54.900000000000006
4068,300958,47.7
4068,68866,67.8
4076,160474,80.7
4076,96663,61.8
4076,68866,67.8
4083,353229,63.0
4083,272660,73.8
4085,96663,61.8
4086,207122,313.2
4087,207122,313.2
4088,233769,68.39999999999999
4095,235840,47.7
4101,160474,80.7
4101,270564,64.5
4106,119592,71.7
4110,207122,313.2
4110,160474,80.7
4115,68866,67.8
4115,119592,71.7
4128,108854,50.1
4129,108854,50.1
4144,160474,80.7
4144,284847,79.80000000000001
4148,207122,313.2
4151,207122,313.2
4161,160474,80.7
4161,119592,71.7
4161,260988,66.3
4168,207122,313.2
4169,207122,313.2
4169,160474,80.7
4175,207122,313.2
4175,157541,84.0
4210,119592,71.7
4215,235840,47.7
4218,119592,71.7
4218,108854,50.1
2981,160474,80.7
4240,119592,71.7
4240,160474,80.7
4244,207122,313.2
4244,205897,83.39999999999999
4244,160474,80.7
4244,96663,61.8
4244,363291,58.5
4244,141517,31.8
4244,114795,46.2
4244,30970,64.80000000000001
4244,260988,66.3
4244,332114,79.5
4244,58478,37.5
4250,207122,313.2
4256,284346,56.4
4270,202436,99.9
4285,207122,313.2
4289,119592,71.7
4289,160474,80.7
4298,68866,67.8
4303,160474,80.7
4303,157132,65.1
4314,207122,313.2
4317,108854,50.1
4335,119592,71.7
4335,96663,61.8
4335,48973,62.400000000000006
4335,209723,54.3
4335,288984,64.80000000000001
4335,288734,60.3
4335,190200,38.1
4335,194213,53.4
4335,287913,55.5
4353,207122,313.2
4362,168868,44.1
4362,119592,71.7
4362,141517,31.8
4373,336431,47.400000000000006
4373,59704,57.9
4403,237620,56.7
4410,119592,71.7
4421,119592,71.7
4422,119592,71.7
4422,108854,50.1
4442,68866,67.8
4449,207122,313.2
4449,68866,67.8
4449,284847,79.80000000000001
4480,207122,313.2
4480,48478,60.0
4480,254612,59.7
4485,119592,71.7
4511,96663,61.8
4511,141517,31.8
4511,168868,44.1
4520,277681,57.3
4533,284664,76.2
4533,119592,71.7
4550,207122,313.2
4550,235840,47.7
4562,160474,80.7
4562,119592,71.7
4565,207122,313.2
4581,207122,313.2
4585,157132,65.1
4585,4243,67.5
4585,48973,62.400000000000006
4585,251735,55.8
4597,207122,313.2
4606,207122,313.2
4631,207122,313.2
4634,207122,313.2
4660,96663,61.8
4660,332250,51.3
4660,284845,70.5
4661,331293,51.0
4661,332114,79.5
4661,332363,50.7
4662,108854,50.1
4665,207122,313.2
4689,108854,50.1
4689,202436,99.9
4689,48063,88.2
4689,162286,87.9
4689,7947,60.3
4689,33497,61.8
4689,293264,70.8
4689,119592,71.7
4691,160474,80.7
4711,160474,80.7
4711,338351,54.900000000000006
4712,209723,54.3
4712,64305,44.7
4712,237620,56.7
4715,207122,313.2
4731,160474,80.7
4731,207122,313.2
4734,207122,313.2
4754,235840,47.7
4767,160474,80.7
4784,158535,10.2
4784,119592,71.7
4794,160474,80.7
4805,160474,80.7
4805,308807,55.5
4805,307300,34.2
4829,207122,313.2
4835,160474,80.7
4835,68866,67.8
4835,145166,54.0
4840,96663,61.8
4840,119592,71.7
4840,168868,44.1
4848,207122,313.2
4866,68866,67.8
4868,160474,80.7
4868,96663,61.8
4870,207122,313.2
4870,284664,76.2
4890,160474,80.7
4890,108854,50.1
4891,338351,54.900000000000006
4910,284664,76.2
4911,194956,69.9
4911,194884,58.2
4911,186458,55.5
4911,185989,44.1
4911,187048,38.1
4911,186735,47.1
4911,207122,313.2
4941,207122,313.2
4946,157132,65.1
4946,68866,67.8
4946,156718,55.8
4956,207122,313.2
4956,205897,83.39999999999999
4956,119592,71.7
4964,338351,54.900000000000006
4979,207122,313.2
4979,68866,67.8
4997,160474,80.7
4997,213871,117.9
5000,338351,54.900000000000006
5001,160474,80.7
5002,119592,71.7
5013,235840,47.7
5015,207122,313.2
5022,284847,79.80000000000001
5028,168868,44.1
5044,207122,313.2
5046,237620,56.7
5057,108854,50.1
5077,160474,80.7
5078,235840,47.7
5078,284845,70.5
5094,338351,54.900000000000006
5095,157077,60.6
5097,207122,313.2
5098,235840,47.7
5101,207122,313.2
5103,207122,313.2
5104,207122,313.2
5109,207122,313.2
5122,160474,80.7
5132,207122,313.2
5151,205859,87.30000000000001
5197,338351,54.900000000000006
5197,68866,67.8
5198,160474,80.7
5198,33583,87.6
5198,33497,61.8
5198,96663,61.8
5201,119592,71.7
5201,96663,61.8
5213,207122,313.2
5213,338351,54.900000000000006
5213,119592,71.7
5213,119291,55.5
5213,260988,66.3
5213,160474,80.7
5213,30970,64.80000000000001
5213,284845,70.5
5213,265147,18.6
5213,264658,54.900000000000006
5223,207122,313.2
5223,235840,47.7
5238,207122,313.2
5244,160474,80.7
5244,64305,44.7
5268,96663,61.8
5268,108854,50.1
5268,338351,54.900000000000006
5273,160474,80.7
5273,338351,54.900000000000006
5297,160474,80.7
5300,160474,80.7
5300,207122,313.2
5300,68866,67.8
5300,119592,71.7
5311,284664,76.2
5323,207122,313.2
5323,59704,57.9
5323,2137,54.3
5323,288734,60.3
5323,288984,64.80000000000001
5323,199653,58.5
5323,198420,51.9
5323,258386,56.7
5324,300958,47.7
5358,235840,47.7
5361,207122,313.2
5365,207122,313.2
5365,235840,47.7
5365,108854,50.1
5365,160474,80.7
5365,205897,83.39999999999999
5365,217852,57.3
5365,218760,45.9
5365,202436,99.9
5365,33583,87.6
5366,160474,80.7
5394,160474,80.7
5394,207122,313.2
5394,284846,45.9
5398,207122,313.2
5398,160474,80.7
5409,68821,66.0
5445,235840,47.7
5448,106345,45.9
5461,160474,80.7
5462,207122,313.2
5478,207122,313.2
5506,33583,87.6
5518,160474,80.7
5518,157077,60.6
5518,33583,87.6
5518,157541,84.0
5518,106819,33.6
5518,162286,87.9
5537,119592,71.7
5538,338351,54.900000000000006
5538,119592,71.7
5538,157077,60.6
5538,62438,64.2
5538,33583,87.6
5538,72618,43.8
5567,157132,65.1
5570,68866,67.8
5570,160474,80.7
5573,119592,71.7
5585,160474,80.7
5600,160474,80.7
5602,207122,313.2
5604,207122,313.2
5661,207122,313.2
5693,161178,85.19999999999999
5706,234349,67.5
5706,61582,57.6
5706,235840,47.7
5748,207122,313.2
5757,59176,53.7
5761,160474,80.7
5778,160474,80.7
5778,336431,47.400000000000006
5785,157541,84.0
5789,283264,57.6
5789,284847,79.80000000000001
5790,119592,71.7
5793,284312,55.2
5799,119592,71.7
5811,160474,80.7
5819,168868,44.1
5821,207122,313.2
5821,338351,54.900000000000006
5821,68866,67.8
5848,96663,61.8
5858,207122,313.2
5858,68866,67.8
5863,68866,67.8
5881,160474,80.7
5881,59704,57.9
5893,157541,84.0
5893,207122,313.2
5894,33583,87.6
5924,108854,50.1
5944,207122,313.2
5954,119592,71.7
5960,175243,62.7
5969,158535,10.2
5979,96663,61.8
5982,292959,73.5
5982,48063,88.2
5990,207122,313.2
5990,48973,62.400000000000006
5990,119592,71.7
5990,274388,85.8
5991,62599,43.5
142,223931,57.9
595,36282,59.4
595,284845,70.5
595,336431,47.400000000000006
1360,207122,313.2
1494,336431,47.400000000000006
2321,336431,47.400000000000006
2321,251735,55.8
2583,160474,80.7
4550,338351,54.900000000000006
6000,160474,80.7
6001,72624,43.2
6001,106799,41.7
6005,207122,313.2
6005,157132,65.1
6020,160474,80.7
6020,207122,313.2
6038,284664,76.2
6048,336431,47.400000000000006
6048,157541,84.0
6049,160474,80.7
6054,119592,71.7
6067,207122,313.2
6074,209723,54.3
6079,160474,80.7
6080,160474,80.7
6084,119592,71.7
6092,284664,76.2
6092,140757,34.5
6092,61582,57.6
6092,33583,87.6
6092,95963,51.9
6092,353669,52.5
6092,64305,44.7
6098,160474,80.7
6114,103774,30.9
6117,119592,71.7
6130,207122,313.2
6130,119592,71.7
6130,160964,71.7
6136,160474,80.7
6138,338351,54.900000000000006
6138,284847,79.80000000000001
6138,285412,59.7
6138,187127,36.3
6138,332114,79.5
6138,160474,80.7
6138,3889,55.8
6167,160474,80.7
6188,157132,65.1
6188,95648,73.8
6190,119592,71.7
6203,145166,54.0
6208,59704,57.9
6208,237620,56.7
6208,236294,45.3
6218,338351,54.900000000000006
6226,207122,313.2
6228,160474,80.7
6228,207122,313.2
6248,207122,313.2
6248,119592,71.7
6248,96663,61.8
6248,160474,80.7
6254,261633,56.1
6275,160474,80.7
6281,207122,313.2
6290,119592,71.7
6290,284664,76.2
6290,277681,57.3
6290,59704,57.9
6292,351731,53.7
6292,353669,52.5
6292,284845,70.5
6292,160474,80.7
6296,160474,80.7
6302,119592,71.7
6306,207122,313.2
6306,119592,71.7
6306,145166,54.0
6306,284847,79.80000000000001
6313,59704,57.9
6313,145166,54.0
6338,59704,57.9
6347,160474,80.7
6364,338351,54.900000000000006
6367,7947,60.3
6370,338351,54.900000000000006
6370,145166,54.0
6382,157132,65.1
6386,338351,54.900000000000006
6410,207122,313.2
6436,160474,80.7
6437,96663,61.8
6442,207122,313.2
6442,160474,80.7
6451,352286,60.0
6479,160474,80.7
6484,207122,313.2
6484,160474,80.7
6491,33583,87.6
6491,157541,84.0
6500,95645,75.89999999999999
6500,62438,64.2
6518,207122,313.2
6529,207122,313.2
6529,338351,54.900000000000006
6529,3889,55.8
6529,2662,55.2
6529,3201,67.2
6529,3892,39.0
6529,261680,68.1
6529,220466,54.900000000000006
6537,160474,80.7
6562,166552,45.6
6562,255575,64.80000000000001
6562,251735,55.8
6562,209723,54.3
6580,119592,71.7
6581,205897,83.39999999999999
6582,160474,80.7
6582,168868,44.1
6593,68866,67.8
6593,156718,55.8
6593,95648,73.8
6607,160474,80.7
6620,59704,57.9
6655,207122,313.2
6655,160474,80.7
6655,108854,50.1
6674,207122,313.2
6700,160474,80.7
6705,207122,313.2
6705,160474,80.7
6711,207122,313.2
6711,160474,80.7
6711,261680,68.1
6711,82896,61.2
6716,160474,80.7
6729,207122,313.2
6730,207122,313.2
6731,300537,63.3
6750,59704,57.9
6750,64305,44.7
6750,108854,50.1
6753,160474,80.7
6753,3889,55.8
6753,62438,64.2
6753,361969,56.1
6753,209723,54.3
6753,177271,58.8
6753,157132,65.1
6753,4243,67.5
6753,48973,62.400000000000006
6753,64305,44.7
6753,158964,126.9
6753,251735,55.8
6768,160474,80.7
6768,207122,313.2
6783,207122,313.2
6784,157077,60.6
6808,119592,71.7
6808,136590,45.3
6808,308807,55.5
6821,207122,313.2
6848,160474,80.7
6848,158535,10.2
6849,284664,76.2
6849,338351,54.900000000000006
6849,68866,67.8
6849,157077,60.6
6851,160474,80.7
6852,157077,60.6
6852,96663,61.8
6852,160474,80.7
6852,336431,47.400000000000006
6852,292959,73.5
6854,160474,80.7
6854,59704,57.9
6869,207122,313.2
6880,207122,313.2
6880,160474,80.7
6880,265147,18.6
6881,207122,313.2
6883,160474,80.7
6883,207122,313.2
6883,316487,44.4
6893,36282,59.4
6893,336431,47.400000000000006
6903,97600,56.7
6903,119592,71.7
6907,108854,50.1
6910,59704,57.9
6912,207122,313.2
6915,207122,313.2
6921,284664,76.2
6921,96663,61.8
6921,160474,80.7
6932,72336,15.0
6932,72564,48.6
6932,314017,55.8
6956,160474,80.7
6973,286410,54.3
6973,299945,52.8
6980,157132,65.1
6980,237620,56.7
6980,157541,84.0
6980,166552,45.6
6980,233769,68.39999999999999
6985,207122,313.2
6985,160474,80.7
7018,36282,59.4
7033,160474,80.7
7071,160474,80.7
7074,207122,313.2
7077,160474,80.7
7077,119592,71.7
7091,338351,54.900000000000006
7104,108854,50.1
7104,62438,64.2
7104,168868,44.1
7104,292959,73.5
7104,314952,63.6
7105,207122,313.2
7105,160474,80.7
7110,207122,313.2
7110,160474,80.7
7117,62438,64.2
7121,160474,80.7
7121,96663,61.8
7121,119592,71.7
7121,97600,56.7
7122,207122,313.2
7123,160474,80.7
7132,160474,80.7
7135,96663,61.8
7141,207122,313.2
7143,59704,57.9
7145,161600,84.3
7145,158191,42.9
7145,160090,62.400000000000006
7145,158589,49.5
7145,156224,66.9
7145,159698,66.3
7145,157951,85.19999999999999
7162,33583,87.6
7162,277681,57.3
7162,160474,80.7
7162,157132,65.1
7162,209723,54.3
7162,30970,64.80000000000001
7168,288754,57.3
7168,288984,64.80000000000001
7177,160474,80.7
7177,353213,39.900000000000006
7177,336431,47.400000000000006
7221,160474,80.7
7221,157132,65.1
7225,207122,313.2
7251,338351,54.900000000000006
7273,97600,56.7
7273,59704,57.9
7273,58478,37.5
7273,59431,72.30000000000001
7286,207122,313.2
7287,59704,57.9
7298,157132,65.1
7299,284664,76.2
7321,270564,64.5
7354,160474,80.7
7355,68866,67.8
7358,207122,313.2
7361,338351,54.900000000000006
7361,157077,60.6
7361,156025,64.80000000000001
7361,207122,313.2
7361,158535,10.2
7361,160474,80.7
7361,33583,87.6
7367,62438,64.2
7392,338351,54.900000000000006
7411,272947,55.8
7411,271164,73.8
7426,160474,80.7
7429,284847,79.80000000000001
7438,160474,80.7
